Company Name,Description,Hot Lead / warm lead / cool lead,Last Contact Date,Sales Rep,Name,Phone,fax / second number / extension,email,Second email,Type
Shephard St Condo Assn,,,,, ,(202) 248-4039,,,,Condo list
Shoreham Condominium,aic just put panels not a lead anymore nice lady though,,,,Jewel Roz,(202) 462-5500,,,,Condo list
Smith William C & Co Inc,,,,, ,(202) 319-7340,,,,Condo list
Sonata Condominiums LLC,,,,, ,(202) 408-8042,,,,Condo list
Spencer Condominium,,,,, ,(202) 986-9782,,,,Condo list
Stanford Condos,,,,, ,(202) 588-1931,,,,Condo list
Stonesdale,,,,, ,(202) 332-3684,,,,Condo list
Summit Condo Assn,,,,, ,(202) 337-9349,,,,Condo list
Tappies Condominium,,,,, ,(202) 667-6428,,,,Condo list
Telephone Co Condo,,,,, ,(202) 547-2680,,,,Condo list
Towers Condominium,,,1/10,,kelly jim,(202) 686-7306,,,,Condo list
Tuckerman St Condos,,,,, ,(202) 723-1723,,,,Condo list
Tuckerman Street Co-Op,,,,, ,(202) 545-9376,,,,Condo list
Twenty Twenty Nine,no msg,,1/10,,Pamponio Sharon,(202) 387-2029,,,,Condo list
Twining Court Condominium,,,,, ,(202) 296-2241,,,,Condo list
Washington Harbour Condominium,not sure if right number. Try again,,1/10,, stephanie,(202) 944-4230,,,,Condo list
Watkins Condominiums,,,,, ,(202) 722-1154,,,,Condo list
Webster House Condominium,no answer,,1/10,,Byron Donald,(202) 387-7777,,,,Condo list
West End Place Condo Assn,available in mornings,,1/10,,Labas Christopher,(202) 429-8996,,,,Condo list
Westbridge Condominiums,john is working this account already ,,1/10,,Barge M,(202) 659-0610,,,,Condo list
Westgate Condominiums,,,,, ,(202) 223-2474,,,,Condo list
Whitman Condominium Unit,already sent information follow up next week.,,,,daley bruce,(202) 898-0719,,,,Condo list
Willard Street 1736 Condo,,,,, ,(202) 328-0711,,,,Condo list
Willowbrook Condominium,,,,, ,(202) 529-0102,,,,Condo list
Wilshire Park Condos Mntnc,,,,, ,(202) 248-4197,,,,Condo list
Winchester Hills Condominium,,,,, ,(202) 291-2237,,,,Condo list
Winthrop House,,,,,Koss Jim,(202) 332-6100,,,,Condo list
Woodley Condominium,,,,, ,(202) 232-3033,,,,Condo list
Woodley Park Place Condominium,,,,, ,(202) 234-2801,,,,Condo list
Woodley-Wardmen Condos,,,,, ,(202) 299-9822,,,,Condo list
Woodson Heights,,,,, ,(202) 575-7550,,,,Condo list
Woodson Heights Condominiums,,,,, ,(202) 581-8790,,,,Condo list
Worland Condominiums,,,,, ,(202) 244-3215,,,,Condo list
Wyoming Apartments,rude to me. Follow up when new property manager. Have firm that does the work and she wouldn['t give me the name.,,,,Clemons Carla,(202) 332-1900,,,,Condo list
Wyoming Avenue Condo Assoc,,,,, ,(202) 328-7480,,,,Condo list
Yale Steam Laundry Condominium,,,,, ,(202) 347-9102,,,,Condo list
Zenith Condominium,,,,, ,(202) 986-9286,,,,Condo list
1212 Delaware Avenue Condo,,,,, ,(302) 654-1437,,,,Condo list
1508 Building Condo Assn,,,,, ,(302) 658-5732,,,,Condo list
Ashton Recreation Building,,,,, ,(302) 328-7767,,,,Condo list
Atlantic Oceanside Townhomes,,,,, ,(302) 227-3430,,,,Condo list
Bayville Shore Town Houses,,,,, ,(302) 436-7363,,,,Condo list
Blue Surf Condo LLC,,,,, ,(302) 539-3271,,,,Condo list
Blue Surf Condos,,,,, ,(302) 539-7531,,,,Condo list
Bpg Office Partners Xiii Iron,,,,, ,(302) 368-1567,,,,Condo list
Brandywine Park Condominiums,,,,,Saunders Andre,(302) 655-2262,,,,Condo list
Broomall Condominium,,,,, ,(302) 571-0557,,,,Condo list
Captiva Sands,,,,, ,(302) 227-3586,,,,Condo list
Cedar Shores Condos,,,,, ,(302) 539-2706,,,,Condo list
Cedar Shores Condos,,,,, ,(302) 539-1040,,,,Condo list
Cliff House Condominiums,,,,, ,(302) 475-7510,,,,Condo list
Coffee Run Condominium Council,,,,,Draper Anne,(302) 239-4134,,,,Condo list
Coldwell Banker Residential,,,,, ,(302) 539-1777,,,,Condo list
Devon Condominium,,,,,O'Brien Larry,(302) 658-5366,,,,Condo list
Dorset Condominium,,,,,Palmer Fabian,(302) 654-8551,,,,Condo list
Edgewater House Condominium,,,,,Groves Sidney J,(302) 227-9120,,,,Condo list
Fenwick Towers Condominium,,,,,Miller Lorraine,(302) 539-6087,,,,Condo list
Gemcraft Homes,,,,, ,(302) 875-5351,,,,Condo list
Gull Point Home Owners Assn,,,,, ,(302) 947-1800,,,,Condo list
Hamilton House Condominium,,,,,Allen Bill,(302) 658-7787,,,,Condo list
Heathergreen Commons HOA,,,,, ,(302) 764-1493,,,,Condo list
Henlopen Condominiums,,,,,Maddox Robert,(302) 227-6409,,,,Condo list
Legum & Norman Realty Inc,,,,,Faulkerson Linda,(302) 537-9499,,,,Condo list
Lighthouse Village Condominium,,,,, ,(302) 934-1253,,,,Condo list
Limestone Rd Condo Council,,,,, ,(302) 239-4181,,,,Condo list
Linden Green Condos,,,,, ,(302) 292-8489,,,,Condo list
Mallard Lakes Condo,,,,, ,(302) 436-6434,,,,Condo list
Mariner's Court,,,,, ,(302) 227-3265,,,,Condo list
Mariners Court Condominium,,,,, ,(302) 227-1189,,,,Condo list
Ocean Atlantic Assoc,,,,, ,(302) 945-4186,,,,Condo list
Old Camden Rd Professional Ctr,,,,, ,(302) 697-7192,,,,Condo list
One Virginia Avenue Mgmt Ofc,,,,,Prouse Judith,(302) 227-9533,,,,Condo list
Park Plaza Condominiums,,,,,Talmo Dan,(302) 428-1100,,,,Condo list
Patrician Towers Condominium,,,,, ,(302) 227-9471,,,,Condo list
Point At Brandywine Park Condo,,,,, ,(302) 656-2018,,,,Condo list
Rockland Mills Assoc,,,,, ,(302) 658-1222,,,,Condo list
Scarbough Village,,,,, ,(302) 227-7779,,,,Condo list
Seagate Hoa,,,,, ,(302) 260-9765,,,,Condo list
Star Of The Sea,,,,, ,(302) 227-6006,,,,Condo list
Stonebridge Townhomes Club Hse,,,,, ,(302) 322-0464,,,,Condo list
Stones Throw Owners Assoc,,,,, ,(302) 368-5981,,,,Condo list
Stoney Batter Condominiums,,,,, ,(302) 239-0485,,,,Condo list
Surfrider Condominiums,,,,, ,(302) 227-6202,,,,Condo list
Towers Of Valley Run,,,,, ,(302) 475-9146,,,,Condo list
Villa Belmont,,,,, ,(302) 368-1633,,,,Condo list
Village Of Hershey Run Club,,,,, ,(302) 633-4142,,,,Condo list
Waters Edge Condominiums,,,,, ,(302) 738-5076,,,,Condo list
Wilmington Condominum Assn,,,,, ,(302) 226-9472,,,,Condo list
1 Museum Park East Concierge,,,,, ,(312) 583-1122,,,,Condo list
100 E Bellevue Pl Condo Assn,,,,,Lee Teresa,(312) 944-4600,,,,Condo list
1000 W Washington Loft,,,,, ,(312) 733-6422,,,,Condo list
1001 E Chicago Condo,,,,, ,(630) 857-3247,,,,Condo list
1010 Lake Shore Drive Assn,,,,,Morrison Mary,(312) 943-1000,,,,Condo list
1024 West Fry Condominium Assn,,,,, ,(312) 850-1897,,,,Condo list
110 E Delaware Condo Assn,,,,,Townsend Chelsea,(312) 787-1421,,,,Condo list
1100 North Lake Shore Dr Condo,,,,, ,(312) 943-3100,,,,Condo list
111 E Chestnut Condominiums,,,,,Howell Jay,(312) 649-9600,,,,Condo list
1110 N Lake Shore Drive Bldg,,,,,Bell Lottie,(312) 337-2244,,,,Condo list
1111 Wabash Condominiums,,,,, ,(312) 922-2218,,,,Condo list
1122 North Dearborn Condo Assn,,,,, ,(312) 255-1440,,,,Condo list
1144 West Newport Condo Assn,,,,, ,(773) 868-0077,,,,Condo list
12 Oaks Condominums,,,,, ,(847) 640-1527,,,,Condo list
12 Oaks Condos,,,,, ,(847) 640-1763,,,,Condo list
120 West Chicago Condo Assn,,,,, ,(708) 445-1324,,,,Condo list
1201 N Astor Condo,,,,, ,(312) 654-0219,,,,Condo list
1210 North Astor Condominiums,,,,, ,(312) 337-8219,,,,Condo list
1212 Hoyne Condo Assn,,,,, ,(773) 489-4547,,,,Condo list
1219 Foster Condominium,,,,, ,(773) 271-2546,,,,Condo list
124132 Clyde Condo Assn,,,,, ,(847) 570-9865,,,,Condo list
1259 West Adams Condo Assn,,,,, ,(312) 226-5890,,,,Condo list
1300 N Lake Shore Drive Condo,,,,,Steele Cathy,(312) 642-8100,,,,Condo list
1301 Astor Building Corp,,,,,Graf Bob,(312) 944-2365,,,,Condo list
1314-1320 Cleveland Condo Assn,,,,, ,(312) 649-6843,,,,Condo list
1316 Maple Condo Assn,,,,, ,(847) 475-1287,,,,Condo list
1330 North LA Salle Condo,,,,, ,(312) 951-9920,,,,Condo list
1334 W Webster Condo Assn,,,,, ,(773) 528-2139,,,,Condo list
1340 International Pkwy Condo,,,,, ,(630) 739-3212,,,,Condo list
1350 N Lake Shore Dr Apts,,,,, ,(312) 337-1350,,,,Condo list
1366 N Dearborn Parkway,,,,, ,(312) 642-1805,,,,Condo list
1400 N State Parkway Building,,,,,Walker Doris,(312) 642-1419,,,,Condo list
1415 N Dearborn Pkwy Condo,,,,, ,(312) 787-4699,,,,Condo list
1420 Building,,,,, ,(847) 251-9492,,,,Condo list
1445 State Parkway Cndmnms,,,,,Webber Donna,(312) 642-3535,,,,Condo list
1454 Blackhawk Condo Assn,,,,, ,(773) 489-4639,,,,Condo list
1505 N Astor Condo Assn,,,,, ,(312) 642-6549,,,,Condo list
1510 North Dearborn Condo,,,,, ,(312) 943-4662,,,,Condo list
1512 North Cleveland Condo,,,,, ,(312) 867-1407,,,,Condo list
1530 North Dearborn Condo Bldg,,,,, ,(312) 664-2292,,,,Condo list
1540 Building Corp,,,,,Fineman Marion,(312) 337-3880,,,,Condo list
1540 State Parkway Condominium,,,,, ,(312) 951-1810,,,,Condo list
1555 Astor Condominium Assn,,,,, ,(312) 642-1555,,,,Condo list
1555 Condo Assn,,,,, ,(312) 341-1985,,,,Condo list
1600 Greenbay Road Condominium,,,,, ,(847) 681-1002,,,,Condo list
161 Chicago Ave East Condo,,,,,Tinerella Margie,(312) 751-8174,,,,Condo list
1616 Condominium Assn,,,,,Engert Kathy,(847) 256-2550,,,,Condo list
1722 Western Condominium Assn,,,,, ,(773) 276-9785,,,,Condo list
180 E Pearson Condominiums,,,,,Wilmouth Jim,(312) 337-5303,,,,Condo list
1800 Ridge Condo Assn,,,,, ,(847) 864-1337,,,,Condo list
181 Wolf Condominium,,,,, ,(630) 882-6102,,,,Condo list
1815 N Milwaukee Condo Assn,,,,, ,(773) 278-5967,,,,Condo list
1819 South Michigan Condo Assn,,,,, ,(312) 326-6141,,,,Condo list
1855-59 W Diversey Condo Assn,,,,, ,(773) 248-1746,,,,Condo list
18th Street Loft Condo Assn,,,,, ,(312) 949-9514,,,,Condo list
1912 W Armitage Av Condo Assn,,,,, ,(773) 384-4578,,,,Condo list
1924 N Burling St Condo Assn,,,,, ,(312) 943-8696,,,,Condo list
1951 W Cortland Condo Assn,,,,, ,(773) 276-0301,,,,Condo list
2 10 N Condo Assn,,,,, ,(630) 724-0817,,,,Condo list
2 E Oak Condominium Assn,,,,,Seckler Lisa,(312) 337-7625,,,,Condo list
2000 Green Bay Road Condo,,,,, ,(847) 266-7311,,,,Condo list
2000 Lincoln Park Condo Assn,,,,,Slubowski Laura,(773) 549-2119,,,,Condo list
201 East Chestnut Condo Assn,,,,,Vittas Stephanie,(312) 787-9291,,,,Condo list
2058 North Western Condo Assn,,,,, ,(773) 384-2703,,,,Condo list
21 E Chestnut Condominium Assn,,,,, ,(312) 266-8835,,,,Condo list
21-W-Chestnut Condo-Assoc,,,,, ,(312) 643-4688,,,,Condo list
2112 W Courtland Condo Assn,,,,, ,(773) 227-1611,,,,Condo list
2114 West Erie Condo Assn,,,,, ,(312) 829-2682,,,,Condo list
2115 West Farwell Condominium,,,,, ,(773) 338-3146,,,,Condo list
212 W Washington Condo Assn,,,,, ,(312) 345-0662,,,,Condo list
2121 W Schiller Condo Assn,,,,, ,(773) 276-1599,,,,Condo list
2136 W Armitage Codo Assoc,,,,, ,(773) 489-6197,,,,Condo list
2139 West Roscoe Condo Assn,,,,, ,(773) 929-8572,,,,Condo list
2145-47 Ridge Condo Assn,,,,, ,(847) 424-8506,,,,Condo list
2147 West Roscoe Condo Assn,,,,, ,(773) 929-8635,,,,Condo list
215 W Huron Condo Assn,,,,, ,(312) 654-1696,,,,Condo list
2151 West Roscoe Condo Assn,,,,, ,(773) 929-8684,,,,Condo list
2155 W Roscoe Condo Assn,,,,, ,(773) 929-8697,,,,Condo list
220 E Walton St Condo,,,,, ,(312) 943-7548,,,,Condo list
2207 2211 West Roscoe Condos,,,,, ,(773) 549-3702,,,,Condo list
2215-17 West Foster Condo,,,,, ,(773) 561-6641,,,,Condo list
222 Boulevard Manor Condo,,,,, ,(708) 524-2461,,,,Condo list
222 E Chestnut Condominium,,,,, ,(312) 649-0812,,,,Condo list
222 E Pearson Condominiums,,,,, ,(312) 440-1922,,,,Condo list
229 E Lakeshore Drive,,,,,Lyons Antonio,(312) 944-5823,,,,Condo list
2335 W Belle Plaine Condos,,,,, ,(773) 583-2335,,,,Condo list
2340 Lincoln Park West Condos,,,,, ,(773) 327-2409,,,,Condo list
2424 West Estes Condominium,,,,, ,(773) 743-1709,,,,Condo list
247 E Chestnut Condo Assn,,,,,Gubic Regina,(312) 787-4446,,,,Condo list
2720 Central St Condominiums,,,,, ,(847) 475-3392,,,,Condo list
2722 Condominium Assn,,,,, ,(847) 332-2722,,,,Condo list
2800 Lake Shore Drive Condo,,,,,Grossman Kay S,(773) 528-8660,,,,Condo list
2828 Burling Condominium,,,,, ,(773) 281-3365,,,,Condo list
2912 N Commonwealth,,,,, ,(773) 528-3534,,,,Condo list
2923 2925 LLC,,,,, ,(773) 525-4307,,,,Condo list
2946 Condo Assn,,,,, ,(773) 248-3106,,,,Condo list
2970 Lake Shr Drove Condo Assn,,,,, ,(773) 935-6396,,,,Condo list
2970 North Lake Shore Dr Apts,,,,,Fortier Thomas,(773) 525-0434,,,,Condo list
30 East Huron Condominium Assn,,,,,Schatz Susan,(312) 951-9692,,,,Condo list
30 West Oak Condominium Assn,,,,,Dornin Kathleen,(312) 337-1230,,,,Condo list
3041 South Shields Condo,,,,, ,(312) 328-0801,,,,Condo list
3045 47 North Kenmore Condo,,,,, ,(773) 348-0764,,,,Condo list
309 315 W 23rd St Condominiums,,,,, ,(312) 225-0595,,,,Condo list
3107 W Armitage LLC,,,,, ,(773) 235-2769,,,,Condo list
33 East Cedar Condominium Assn,,,,, ,(312) 943-2357,,,,Condo list
3303 South Grove Street Condo,,,,, ,(708) 788-6512,,,,Condo list
3310 N Halsted Condominiums,,,,, ,(773) 244-2493,,,,Condo list
339 W Barry,,,,,Miner Greg,(773) 327-3339,,,,Condo list
340 Condominium Assn,,,,, ,(312) 938-3576,,,,Condo list
340 W Superior Partners,,,,,Watts Sara,(312) 255-0591,,,,Condo list
3440 Lake Shore Dr Condominium,,,,, ,(773) 348-2777,,,,Condo list
3442-44 N Ashland Condo Assn,,,,, ,(773) 935-2683,,,,Condo list
345 Fullerton Pkwy Condo Assn,,,,,Yabllong Neal,(773) 477-9930,,,,Condo list
3520 Lake Shore Drive Condo,,,,, ,(773) 248-6969,,,,Condo list
3550 N Lake Shore Dr Condo,,,,,Quinnett Jim,(773) 528-3550,,,,Condo list
3615 N Ashland Condo Assn,,,,, ,(773) 325-9531,,,,Condo list
3716-18 N Ashland Ave Condo,,,,, ,(773) 296-2853,,,,Condo list
3726 N Lincoln Condominium,,,,, ,(773) 472-3079,,,,Condo list
3917-3921 S Indiana Condo,,,,, ,(773) 373-3711,,,,Condo list
400 East Ohio,,,,, ,(312) 751-2440,,,,Condo list
400 N LA Salle Condo Assn,,,,,Bretting Diana,(312) 222-1444,,,,Condo list
4043 S Drexel Condominiums,,,,, ,(773) 924-3163,,,,Condo list
414 South Scoville Ave Condo,,,,, ,(708) 763-0161,,,,Condo list
415 Condo Assn,,,,, ,(773) 348-7552,,,,Condo list
4164 North Lincoln Condominium,,,,, ,(773) 472-0168,,,,Condo list
420 W Grand Condominiums,,,,, ,(312) 464-0997,,,,Condo list
4300 Marine Drive Condo Assn,,,,,Hein Joe,(773) 528-0083,,,,Condo list
4343 Clarendon Ave,,,,,Hanko John,(773) 528-2115,,,,Condo list
4622 N Ashland Condominiums,,,,, ,(773) 728-6193,,,,Condo list
4641 W Main Condominium LLC,,,,, ,(847) 679-0540,,,,Condo list
4715 S Champlain Condo Assn,,,,, ,(773) 548-1153,,,,Condo list
474 N Lakeshore Dr Condo Assn,,,,,Lorbeski Bill,(312) 464-3444,,,,Condo list
474 North Lakeshore Dr Condo,,,,,Lorbeski Bill,(312) 464-3400,,,,Condo list
4860-62 North Kenmore Condo,,,,, ,(773) 769-3123,,,,Condo list
4900 Marine Drive Apartments,,,,, ,(773) 334-4900,,,,Condo list
4950 North Marine Drive Bldg,,,,,Albert Lisa,(773) 878-5900,,,,Condo list
5 Points Real Estate,,,,,Pastore Sandra,(815) 399-5577,,,,Condo list
50 East Bellevue Condominiums,,,,,Laylor Lynn,(312) 951-6738,,,,Condo list
5000 Cornell Condos,,,,, ,(773) 363-9234,,,,Condo list
5040-60 Marine Drive Condo,,,,,Anderson Joel,(773) 561-5975,,,,Condo list
506 W Roscoe Condominium Assoc,,,,, ,(773) 525-3602,,,,Condo list
510 W Fullerton Condominium,,,,, ,(773) 348-1483,,,,Condo list
5100 Hyde Park Condominium,,,,, ,(773) 363-8134,,,,Condo list
5100 N Marine Drive Condo,,,,,Szutensbach Dave,(773) 275-5100,,,,Condo list
5100 North Sheridan Road Condo,,,,, ,(773) 878-9569,,,,Condo list
5107 N Clark Condominium Assn,,,,, ,(773) 728-2294,,,,Condo list
516 W Oakdale Ave Condos,,,,, ,(773) 244-1514,,,,Condo list
518-526 W 26th Street Condo,,,,, ,(312) 808-9459,,,,Condo list
530 Lsd Condominium Assn,,,,, ,(312) 670-8500,,,,Condo list
535 N Michigan Avenue Condo,,,,,Popravak Jacqueline,(312) 670-2640,,,,Condo list
540 N Lakeshore Dr Condo,,,,, ,(312) 670-4285,,,,Condo list
555 Cornelia Condominium,,,,,Leahy Alice,(773) 975-5991,,,,Condo list
5739-5745 N Ridge Condos Assn,,,,, ,(773) 506-2062,,,,Condo list
5743-45 South Calumet Ave,,,,, ,(773) 288-6404,,,,Condo list
5757 N Sheridan Condominium,,,,,Haxhaj Frank,(773) 784-6666,,,,Condo list
5858 Shore Manor Condominium,,,,, ,(773) 561-9448,,,,Condo list
600 Lakeshore Drive Condo,,,,, ,(312) 255-0606,,,,Condo list
600 North Fairbanks Condo,,,,, ,(312) 255-1450,,,,Condo list
601 Condominium Assn,,,,, ,(312) 326-2500,,,,Condo list
605 Waukegan Condo Assn,,,,, ,(847) 729-0379,,,,Condo list
60657 Condo Assn,,,,, ,(773) 755-9657,,,,Condo list
616 Waveland Condo,,,,, ,(773) 388-0586,,,,Condo list
616 West Fulton Condo Assn,,,,, ,(312) 474-9210,,,,Condo list
625 West Arlington Condo Assn,,,,, ,(773) 525-7226,,,,Condo list
625 West Arlington Place Condo,,,,, ,(773) 935-3541,,,,Condo list
6334 Condo Assn,,,,, ,(773) 743-9002,,,,Condo list
640 West Barry Condo Assn,,,,, ,(773) 248-0917,,,,Condo list
6501 S Kimbark Condominium,,,,, ,(773) 752-3203,,,,Condo list
6516 S Woodlawn Condo Assn,,,,, ,(773) 684-8239,,,,Condo list
6616 S Kimbark Condo Assn,,,,, ,(773) 324-8308,,,,Condo list
7 25 N Aberdeen Condo,,,,, ,(312) 421-5071,,,,Condo list
7 South Aberdeen Condo Assn,,,,, ,(312) 829-1849,,,,Condo list
7021 Renassance Condo Assn,,,,, ,(847) 588-0819,,,,Condo list
7091 Association,,,,, ,(847) 588-2855,,,,Condo list
720 W Gordon Terrace Assn,,,,,Parzick Dick,(773) 525-8771,,,,Condo list
757 Orleans At Chicago Condo,,,,, ,(312) 337-7871,,,,Condo list
77 East Div Street Condo,,,,, ,(312) 440-1309,,,,Condo list
777 Condominium Assn,,,,,Slubowski Laura,(312) 943-4722,,,,Condo list
7901 Park Ave Condominium Assn,,,,, ,(847) 675-5230,,,,Condo list
800 North Michigan Condo Assn,,,,,Bulger Tim,(312) 587-3280,,,,Condo list
800 W Cornelia Condominiums,,,,, ,(773) 528-9068,,,,Condo list
810 North Wolcott Condominium,,,,, ,(773) 276-1241,,,,Condo list
825 North Hudson Condominium,,,,, ,(312) 266-1731,,,,Condo list
834 W Montrose Condo Assn,,,,, ,(773) 769-4061,,,,Condo list
838 Michigan Avenue Condo,,,,, ,(847) 491-0091,,,,Condo list
888 S Michigan Ave Condominium,,,,,Seger Scott,(312) 957-0422,,,,Condo list
899 S Plymouth Ct Condo Assn,,,,, ,(312) 431-9630,,,,Condo list
900 W Fullerton Condo Assn,,,,, ,(773) 935-1668,,,,Condo list
9045 Bronx Condominium,,,,, ,(847) 673-0923,,,,Condo list
909-911 W Buena Condominium,,,,, ,(773) 525-4886,,,,Condo list
910 N Lake Shore Dr Doorman,,,,,Palm Bill,(312) 337-0910,,,,Condo list
922 930 W Dakin Condo Assn,,,,, ,(773) 281-1769,,,,Condo list
924 Agatite Condo Assn,,,,, ,(773) 506-2731,,,,Condo list
929 Washington Condo Assn,,,,, ,(847) 475-5205,,,,Condo list
933 Van Buren Condo Assn,,,,, ,(312) 491-9972,,,,Condo list
9342 Landings Lane Condominium,,,,, ,(847) 803-9036,,,,Condo list
946-950 W CULLERTON LLC,,,,, ,(312) 226-0336,,,,Condo list
948 W Madison St Condo Assn,,,,, ,(312) 491-9125,,,,Condo list
950 W Monroe Management Office,,,,, ,(312) 432-9370,,,,Condo list
953 W Montana Condo Assn,,,,, ,(773) 348-6232,,,,Condo list
Abbey Manor Condo Assoc,,,,, ,(847) 588-0021,,,,Condo list
Abbeywood Condominium Assn,,,,, ,(630) 416-7107,,,,Condo list
Acadia Otg LLC,,,,, ,(630) 963-5300,,,,Condo list
Acorn Woods Condominium Assoc,,,,, ,(630) 820-8211,,,,Condo list
Addison-Lakeshore West Condo,,,,, ,(773) 549-8168,,,,Condo list
Aishling Court Condominium,,,,, ,(708) 499-4168,,,,Condo list
Aldine Harbor Condominiurn,,,,, ,(773) 665-1188,,,,Condo list
Ambassador House Condominium,,,,,Read Janine,(312) 944-3466,,,,Condo list
Ammer Ridge Condo,,,,, ,(847) 486-4138,,,,Condo list
Amviance Condo,,,,, ,(773) 244-2813,,,,Condo list
Andersonville Point Cndmnm,,,,, ,(773) 274-8554,,,,Condo list
Antioch Edgewater Condos,,,,, ,(847) 838-5349,,,,Condo list
Antique Row Condo Assn,,,,, ,(773) 281-2048,,,,Condo list
Anvil Star,,,,, ,(708) 534-3359,,,,Condo list
Aqua Condominium,,,,,Furth Nancy,(312) 664-3434,,,,Condo list
Arbor Condo Assn,,,,, ,(847) 229-1037,,,,Condo list
Arbor Condominium Assoc,,,,, ,(847) 215-1829,,,,Condo list
Arbor Condominium Assoc,,,,, ,(847) 520-1113,,,,Condo list
Archer Place Condo Assoc,,,,, ,(773) 582-3841,,,,Condo list
Archer Place Condo Assoc,,,,, ,(773) 582-3860,,,,Condo list
Arlington Glen Condominiums,,,,, ,(847) 342-9538,,,,Condo list
Arlington Of Hyde Park Condo,,,,, ,(773) 753-0538,,,,Condo list
Arlington Town Square Condos,,,,, ,(847) 368-0077,,,,Condo list
Arthur Park Condo Assn,,,,, ,(773) 381-1096,,,,Condo list
Asbury Dobson Condominium,,,,, ,(847) 869-9693,,,,Condo list
Asbury Glen Condo Assn,,,,, ,(847) 869-4527,,,,Condo list
Ashland Condo Assn,,,,, ,(773) 248-5894,,,,Condo list
Ashland Tower Condo,,,,, ,(773) 233-8059,,,,Condo list
Ashley Court Condominium Assn,,,,, ,(815) 836-3715,,,,Condo list
Ashley Court Condominium Assn,,,,, ,(815) 588-3462,,,,Condo list
Ashling Hills Condo Assoc,,,,, ,(630) 493-1103,,,,Condo list
Ashton Grove Condominiums,,,,, ,(630) 963-1436,,,,Condo list
Association Of Condominiums,,,,,Mennecke Gael,(312) 987-1906,,,,Condo list
Astor Plaza Condominium Assoc,,,,, ,(312) 943-4711,,,,Condo list
Astor Terrace Condominium,,,,, ,(312) 274-0031,,,,Condo list
Astor Towers Condo Assn,,,,, ,(312) 664-2228,,,,Condo list
